	src	dest	pathway	source	type	src_tf	dest_tf	species
Il1b_Il1r1	Il1b	Il1r1	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1r1	Il1b	Il1r1	Inflammatory mediator regulation of TRP channels	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1r1	Il1b	Il1r1	Amoebiasis	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1r1	Il1b	Il1r1	Human cytomegalovirus infection	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1r2	Il1b	Il1r2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1r2	Il1b	Il1r2	Amoebiasis	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1rap	Il1b	Il1rap	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1rap	Il1b	Il1rap	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1rap	Il1b	Il1rap	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il1b_Il1rap	Il1b	Il1rap	Inflammatory mediator regulation of TRP channels	KEGG	Process(activation)	NO	NO	Mouse
Il1rn_Il1r1	Il1rn	Il1r1	Cytokine-cytokine receptor interaction	KEGG	Process(inhibition)	NO	NO	Mouse
Il1rn_Il1r2	Il1rn	Il1r2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il20ra	Il20	Il20ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il20ra	Il20	Il20ra	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il20ra	Il20	Il20ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il20rb	Il20	Il20rb	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il20rb	Il20	Il20rb	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il20rb	Il20	Il20rb	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il22ra1	Il20	Il22ra1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il22ra1	Il20	Il22ra1	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il20_Il22ra1	Il20	Il22ra1	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il21_Il21r	Il21	Il21r	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il21_Il21r	Il21	Il21r	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il21_Il21r	Il21	Il21r	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il21_Il21r	Il21	Il21r	Inflammatory bowel disease (IBD)	KEGG	Process(activation)	NO	NO	Mouse
Il21_Il2rg	Il21	Il2rg	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il21_Il2rg	Il21	Il2rg	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il21_Il2rg	Il21	Il2rg	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il22_Il22ra1	Il22	Il22ra1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il22_Il22ra1	Il22	Il22ra1	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il22_Il22ra2	Il22	Il22ra2	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il12rb1	Il23a	Il12rb1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il12rb1	Il23a	Il12rb1	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il12rb1	Il23a	Il12rb1	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il12rb1	Il23a	Il12rb1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il12rb1	Il23a	Il12rb1	Inflammatory bowel disease (IBD)	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il23r	Il23a	Il23r	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il23r	Il23a	Il23r	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il23r	Il23a	Il23r	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il23r	Il23a	Il23r	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il23a_Il23r	Il23a	Il23r	Inflammatory bowel disease (IBD)	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il20ra	Il24	Il20ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il20ra	Il24	Il20ra	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il20ra	Il24	Il20ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il20rb	Il24	Il20rb	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il20rb	Il24	Il20rb	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il20rb	Il24	Il20rb	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il22ra1	Il24	Il22ra1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il22ra1	Il24	Il22ra1	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il24_Il22ra1	Il24	Il22ra1	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il25_Il17rb	Il25	Il17rb	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il27_Il6st	Il27	Il6st	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il27_Il6st	Il27	Il6st	Interleukin-12 family signaling	Reactome	Control(Out: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il27_Il6st	Il27	Il6st	Signaling by Interleukins	Reactome	Control(Out: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il27_Il6st	Il27	Il6st	Interleukin-27 signaling	Reactome	Control(Out: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	Measles	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2ra	Il2	Il2ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	Measles	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rb	Il2	Il2rb	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	Measles	KEGG	Process(activation)	NO	NO	Mouse
Il2_Il2rg	Il2	Il2rg	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il31_Il31ra	Il31	Il31ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il31_Osmr	Il31	Osmr	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il33_Il1rap	Il33	Il1rap	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il33_Il1rl1	Il33	Il1rl1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il33_Il1rl1	Il33	Il1rl1	Interleukin-1 family signaling	Reactome	Control(In: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il33_Il1rl1	Il33	Il1rl1	Signaling by Interleukins	Reactome	Control(In: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il33_Il1rl1	Il33	Il1rl1	Interleukin-33 signaling	Reactome	Control(In: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il34_Csf1r	Il34	Csf1r	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il34_Csf1r	Il34	Csf1r	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il36a_Il1rap	Il36a	Il1rap	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il36b_Il1rap	Il36b	Il1rap	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il3_Csf2rb2	Il3	Csf2rb2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il3_Csf2rb2	Il3	Csf2rb2	Apoptosis	KEGG	Process(activation)	NO	NO	Mouse
Il3_Csf2rb2	Il3	Csf2rb2	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il3_Csf2rb2	Il3	Csf2rb2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il2ra	Il3	Il2ra	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il2ra	Il3	Il2ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il2ra	Il3	Il2ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il3ra	Il3	Il3ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il3ra	Il3	Il3ra	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il3ra	Il3	Il3ra	Apoptosis	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il3ra	Il3	Il3ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il3ra	Il3	Il3ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il4ra	Il3	Il4ra	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il4ra	Il3	Il4ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il3_Il4ra	Il3	Il4ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il13ra1	Il4	Il13ra1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il13ra1	Il4	Il13ra1	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il13ra1	Il4	Il13ra1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il13ra2	Il4	Il13ra2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il13ra2	Il4	Il13ra2	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2ra	Il4	Il2ra	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2ra	Il4	Il2ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2ra	Il4	Il2ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2rg	Il4	Il2rg	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2rg	Il4	Il2rg	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2rg	Il4	Il2rg	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2rg	Il4	Il2rg	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2rg	Il4	Il2rg	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il2rg	Il4	Il2rg	Inflammatory bowel disease (IBD)	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il4ra	Il4	Il4ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il4ra	Il4	Il4ra	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il4ra	Il4	Il4ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il4ra	Il4	Il4ra	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il4ra	Il4	Il4ra	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il4ra	Il4	Il4ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il4_Il4ra	Il4	Il4ra	Inflammatory bowel disease (IBD)	KEGG	Process(activation)	NO	NO	Mouse
Il5_Csf2rb	Il5	Csf2rb	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il5_Csf2rb	Il5	Csf2rb	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il5_Csf2rb	Il5	Csf2rb	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il5_Il5ra	Il5	Il5ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il5_Il5ra	Il5	Il5ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il5_Il5ra	Il5	Il5ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il6_Egfr	Il6	Egfr	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	EGFR tyrosine kinase inhibitor resistance	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	Viral protein interaction with cytokine and cytokine receptor	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	HIF-1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	Non-alcoholic fatty liver disease (NAFLD)	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	Human cytomegalovirus infection	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6ra	Il6	Il6ra	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6st	Il6	Il6st	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6st	Il6	Il6st	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6st	Il6	Il6st	Th17 cell differentiation	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6st	Il6	Il6st	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il6_Il6st	Il6	Il6st	Interleukin-6 signaling	Reactome	Control(In: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il6_Il6st	Il6	Il6st	Signaling by Interleukins	Reactome	Control(In: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il6_Il6st	Il6	Il6st	Interleukin-6 family signaling	Reactome	Control(In: INHIBITION of BiochemicalReaction)	NO	NO	Mouse
Il7_Il2rg	Il7	Il2rg	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il7_Il2rg	Il7	Il2rg	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il7_Il2rg	Il7	Il2rg	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il7_Il2rg	Il7	Il2rg	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il7_Il7r	Il7	Il7r	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il7_Il7r	Il7	Il7r	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il7_Il7r	Il7	Il7r	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Il7_Il7r	Il7	Il7r	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Il9_Il9r	Il9	Il9r	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Il9_Il9r	Il9	Il9r	JAK-STAT signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inha_Acvr2a	Inha	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Inhba_Acvr1b	Inhba	Acvr1b	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Inhba_Acvr1b	Inhba	Acvr1b	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhba_Acvr1c	Inhba	Acvr1c	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhba_Acvr2a	Inhba	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Inhba_Acvr2a	Inhba	Acvr2a	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhba_Acvr2a	Inhba	Acvr2a	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhba_Acvr2b	Inhba	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Inhba_Acvr2b	Inhba	Acvr2b	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhba_Acvr2b	Inhba	Acvr2b	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhbb_Acvr1c	Inhbb	Acvr1c	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Inhbb_Acvr1c	Inhbb	Acvr1c	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhbb_Acvr2a	Inhbb	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Inhbb_Acvr2a	Inhbb	Acvr2a	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhbb_Acvr2a	Inhbb	Acvr2a	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhbb_Acvr2b	Inhbb	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Inhbb_Acvr2b	Inhbb	Acvr2b	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhbb_Acvr2b	Inhbb	Acvr2b	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhbc_Acvr2a	Inhbc	Acvr2a	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhbc_Acvr2a	Inhbc	Acvr2a	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhbc_Acvr2b	Inhbc	Acvr2b	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhbc_Acvr2b	Inhbc	Acvr2b	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhbe_Acvr2a	Inhbe	Acvr2a	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhbe_Acvr2a	Inhbe	Acvr2a	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Inhbe_Acvr2b	Inhbe	Acvr2b	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Inhbe_Acvr2b	Inhbe	Acvr2b	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Insl3_Rxfp1	Insl3	Rxfp1	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Insl3_Rxfp2	Insl3	Rxfp2	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Insl3_Rxfp2	Insl3	Rxfp2	Relaxin signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Insl5_Rxfp4	Insl5	Rxfp4	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Insl5_Rxfp4	Insl5	Rxfp4	Relaxin signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
JAG1_NOTCH1	JAG1	NOTCH1	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH1	JAG1	NOTCH1	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG1_NOTCH1	JAG1	NOTCH1	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH1	JAG1	NOTCH1	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH1	JAG1	NOTCH1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH1	JAG1	NOTCH1	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH2	JAG1	NOTCH2	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH2	JAG1	NOTCH2	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG1_NOTCH2	JAG1	NOTCH2	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH2	JAG1	NOTCH2	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH2	JAG1	NOTCH2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH2	JAG1	NOTCH2	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH3	JAG1	NOTCH3	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH3	JAG1	NOTCH3	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG1_NOTCH3	JAG1	NOTCH3	Apelin signaling pathway	KEGG	Process(binding/association)	NO	NO	Human
JAG1_NOTCH3	JAG1	NOTCH3	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH3	JAG1	NOTCH3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH3	JAG1	NOTCH3	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	Human papillomavirus infection	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	Signaling by NOTCH	Reactome	Process(BiochemicalReaction)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	Signaling by NOTCH4	Reactome	Process(BiochemicalReaction)	NO	NO	Human
JAG1_NOTCH4	JAG1	NOTCH4	NOTCH4 Activation and Transmission of Signal to the Nucleus	Reactome	Process(BiochemicalReaction)	NO	NO	Human
JAG2_NOTCH1	JAG2	NOTCH1	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH1	JAG2	NOTCH1	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG2_NOTCH1	JAG2	NOTCH1	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH1	JAG2	NOTCH1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH1	JAG2	NOTCH1	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH2	JAG2	NOTCH2	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH2	JAG2	NOTCH2	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG2_NOTCH2	JAG2	NOTCH2	Th1 and Th2 cell differentiation	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH2	JAG2	NOTCH2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH2	JAG2	NOTCH2	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH3	JAG2	NOTCH3	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH3	JAG2	NOTCH3	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG2_NOTCH3	JAG2	NOTCH3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH3	JAG2	NOTCH3	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH4	JAG2	NOTCH4	Endocrine resistance	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH4	JAG2	NOTCH4	Notch signaling pathway	KEGG	Process(inhibition)	NO	NO	Human
JAG2_NOTCH4	JAG2	NOTCH4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Human
JAG2_NOTCH4	JAG2	NOTCH4	Breast cancer	KEGG	Process(activation)	NO	NO	Human
JAM3_ITGB2	JAM3	ITGB2	Cell adhesion molecules (CAMs)	KEGG	Process(binding/association)	NO	NO	Human
